competitionId,eventId,round_number,local_hour,timezone,roundTypeId,bin_15min
CityofLakesOpen2019,333,2,15.5,Asia/Kathmandu,2,15.5
SalentoCubingOpen2020,333,2,15.5,Europe/Rome,2,15.5
SalemCubikon2025,333,2,15.5,America/New_York,2,15.5
BoliviaNationals2024,333,2,15.5,America/La_Paz,2,15.5
SalentoTaralluccieCubing2025,444,1,15.5,Europe/Rome,d,15.5
AvenidaChileXII2024,333,2,15.5,America/Bogota,2,15.5
AwesomeBruchsalCubing2018,333,3,15.5,Europe/Berlin,f,15.5
SaratogaSprings2025,666,2,15.5,America/New_York,f,15.5
IcelandOpen2020,333,2,15.5,Atlantic/Reykjavik,2,15.5
ICHBBackToSchool2019,444,2,15.5,Europe/Bucharest,f,15.5
AvesMariav92023,333,2,15.5,America/Bogota,2,15.5
BangkokCubeDayRainy2022,444,1,15.5,Asia/Bangkok,1,15.5
BangaloreNewcomers2024,444,1,15.5,Asia/Kolkata,1,15.5
KenmoreMiniB2024,333,2,15.5,America/Los_Angeles,f,15.5
TheBattleofLexington2025,333,2,15.5,America/New_York,2,15.5
DutchOpen2019,444,2,15.5,Europe/Amsterdam,f,15.5
BelgradeSummer2022,555,2,15.5,Europe/Belgrade,f,15.5
ReydeReyesBogota2023,555,2,15.5,America/Bogota,f,15.5
MegaChiasso2024,333,3,15.5,Europe/Zurich,f,15.5
MegaloversBogota2025,333,2,15.5,America/Bogota,2,15.5
KensingtonMaySaturday2024,333,3,15.5,Australia/Melbourne,f,15.5
AvenidaChileXIII2024,333,2,15.5,America/Bogota,2,15.5
BursaOpen2022,555,1,15.5,Europe/Istanbul,c,15.5
PinoyBigCubesOpen2023,444,1,15.5,Asia/Manila,c,15.5
UKChampionship2019,444,3,15.5,Europe/London,f,15.5
IFAMOpen2019,333,2,15.5,America/Manaus,2,15.5
NorthDallas2019,444,2,15.5,America/Chicago,f,15.5
CotacachiCube2024,333,2,15.5,America/Guayaquil,2,15.5
BlueWaterBridgeOpen2022,333,2,15.5,America/Detroit,2,15.5
Choconta2023,333,2,15.5,America/Bogota,2,15.5
IZcube2023,444,2,15.5,America/Mexico_City,f,15.5
CubeAlaEhV2020,444,1,15.5,Asia/Singapore,c,15.5
OsorioGuriCubing2024,333,2,15.5,America/Fortaleza,2,15.5
TunasOpen2022,444,1,15.5,America/Mexico_City,d,15.5
MorroReuterCubing2023,555,1,15.5,America/Sao_Paulo,c,15.5
LoneStarCubing2019,333,2,15.5,America/Chicago,2,15.5
QueensparkOClock2025,333,3,15.5,Pacific/Auckland,f,15.5
MorRaipurCubingChallenge2022,333,2,15.5,Asia/Kolkata,2,15.5
SingaporeMarchClassics2025,444,3,15.5,Asia/Singapore,f,15.5
VinaCubingFestIII2023,444,2,15.5,America/La_Paz,f,15.5
SSLFinalBoras2017,333,3,15.5,Europe/Stockholm,f,15.5
AltavistaMindblowing2025,333fm,1,15.5,America/Montevideo,f,15.5
PrincetonSpring2022,555,1,15.5,America/New_York,c,15.5
SormetJaassaJarvenpaassa2023,555,2,15.5,Europe/Helsinki,f,15.5
SormlandOpen2025,333,2,15.5,Europe/Stockholm,2,15.5
ItsaLongWaytoTipperary2025,444,3,15.5,Europe/Dublin,f,15.5
SanJuanIII2023,444,2,15.5,America/Bogota,f,15.5
10JohrWilerWurfelfast2024,333,2,15.5,Europe/Zurich,f,15.5
ProjectJastrzebieZdroj2019,333,2,15.583333333333334,Europe/Warsaw,2,15.5
ElCarmendeViboral2023,333,3,15.583333333333334,America/Bogota,f,15.5
SSLFinalStockholm2019,333,2,15.583333333333334,Europe/Stockholm,2,15.5
RockyTop2019,333,2,15.583333333333334,America/New_York,2,15.5
SingaporeIndependenceDay2025,666,2,15.583333333333334,Asia/Singapore,f,15.5
BCCubingComebackA2021,333,2,15.583333333333334,America/Vancouver,2,15.5
MorroReuterCubing2025,333,3,15.583333333333334,America/Sao_Paulo,f,15.5
BrilliantBallarat2024,333,3,15.583333333333334,Australia/Lord_Howe,f,15.5
BayAreaSpeedcubin392022,333,2,15.583333333333334,America/Los_Angeles,2,15.5
BattleforBelgrade2025,444,3,15.583333333333334,Europe/Belgrade,f,15.5
ViennaFasching2023,444,2,15.583333333333334,Europe/Vienna,f,15.5
IcelandicNationals2019,333,2,15.583333333333334,Atlantic/Reykjavik,2,15.5
PerthPuzzleParty2020,555,1,15.583333333333334,Australia/Perth,d,15.5
EtNytAriHvidovre2025,444,2,15.583333333333334,Europe/Berlin,f,15.5
DutchNationals2023,555,2,15.583333333333334,Europe/Amsterdam,f,15.5
CorkSpring2025,666,1,15.583333333333334,Europe/Dublin,c,15.5
UBCOddWeekend2022,555,1,15.583333333333334,America/Vancouver,d,15.5
CajunCubeClash2025,444,2,15.583333333333334,America/Chicago,f,15.5
Euro2024,444,1,15.583333333333334,Europe/Madrid,1,15.5
UberlandiaOpen2018,666,1,15.583333333333334,America/Sao_Paulo,c,15.5
CubingUSAWesternChampionship2023,333,3,15.583333333333334,America/Los_Angeles,3,15.5
ReturnoftheVilleKY2025,333,2,15.583333333333334,America/Kentucky/Louisville,2,15.5
EstonianChampionship2025,333,2,15.583333333333334,Europe/Tallinn,2,15.5
CarquefOpen2023,333,3,15.583333333333334,Europe/Paris,f,15.5
PeruNationals2022,444,2,15.583333333333334,America/Lima,f,15.5
Ibague2023,333,2,15.583333333333334,America/Bogota,2,15.5
NUSOpen2025,666,1,15.583333333333334,Asia/Singapore,c,15.5
SAStateChampionship2021,444,2,15.583333333333334,Australia/Adelaide,f,15.5
PerthAutumn2022,333,2,15.583333333333334,Australia/Perth,2,15.5
SaintJohnsScramble2023,333,2,15.583333333333334,America/New_York,2,15.5
ExeterSummer2023,444,2,15.583333333333334,Europe/London,f,15.5
EveryEventEire2019,444,2,15.583333333333334,Europe/Dublin,f,15.5
NovemberDaysinMinsk2018,333,2,15.583333333333334,Europe/Minsk,2,15.5
IICubodeBarroES2025,333,2,15.583333333333334,America/Sao_Paulo,2,15.5
IIIOpenCarrancubos2023,444,2,15.583333333333334,America/Bahia,f,15.5
KewbzUKOpen2024,444,2,15.583333333333334,Europe/London,f,15.5
ThankfulforCubingRPV2023,333,2,15.583333333333334,America/Los_Angeles,2,15.5
CorkSpring2024,666,1,15.583333333333334,Europe/Dublin,c,15.5
SmartCubersEgypt2019,333,2,15.583333333333334,Africa/Cairo,2,15.5
NxNMinnesota2022,555,2,15.583333333333334,America/Chicago,f,15.5
SagradoCorazonOpen2024,444,1,15.583333333333334,Europe/Madrid,c,15.5
NxNinHanoi2025,444,1,15.583333333333334,Asia/Ho_Chi_Minh,d,15.5
SacCubingXVI2024,444,2,15.583333333333334,America/Los_Angeles,f,15.5
ClawsUpWinter2023,333,2,15.583333333333334,America/Los_Angeles,2,15.5
MayoCubing2023,444,2,15.583333333333334,Europe/Dublin,f,15.5
SchnelleSolvesSiegen2024,666,2,15.583333333333334,Europe/Berlin,f,15.5
EspritCubeOpenBayonne2022,333,3,15.583333333333334,Europe/Paris,f,15.5
SoutheastChampionship2025,555,2,15.583333333333334,America/New_York,f,15.5
KnummenKuutionvaantelyt2022,555,2,15.583333333333334,Europe/Helsinki,f,15.5
ChellesOpen2019,555,1,15.583333333333334,Europe/Paris,c,15.5
RheinNeckarBeginners2024,333,2,15.583333333333334,Europe/Berlin,2,15.5
KoalaficationPerth2019,444,2,15.583333333333334,Australia/Perth,f,15.5
SLSGrudzien2023,333,3,15.583333333333334,Europe/Warsaw,f,15.5
NoTriangleinRzeszow2024,333,3,15.583333333333334,Europe/Warsaw,f,15.5
SantaRosaSpring2025,444,1,15.583333333333334,America/Los_Angeles,d,15.5
EastLondonAutumn2022,555,2,15.583333333333334,Europe/London,c,15.5
EsbjergOpen2025,444,1,15.583333333333334,Europe/Copenhagen,f,15.5
PeruNationals2023,444,2,15.583333333333334,America/Lima,f,15.5
KansasChampionship2024,444,3,15.583333333333334,America/Chicago,f,15.5
KoelnerKubing2023,444,2,15.583333333333334,Europe/Amsterdam,f,15.5
RheinNeckarOpen2023,444,2,15.583333333333334,Europe/Berlin,f,15.5
TallinnOpen2024,333,2,15.583333333333334,Europe/Tallinn,2,15.5
CupikaJakartaCubeFeast2025,444,1,15.583333333333334,Asia/Jakarta,c,15.5
AndorranChampionship2024,333,3,15.583333333333334,Europe/Andorra,f,15.5
6x6StillinaMadisonPark2024,666,2,15.583333333333334,America/Chicago,e,15.5
CharenteOpen2024,333,3,15.583333333333334,Europe/Paris,f,15.5
SCS1AlmatyOpenAir2019,444,1,15.583333333333334,Asia/Aqtau,d,15.5
SwedishChampionship2023,666,1,15.583333333333334,Europe/Stockholm,d,15.5
CangrejitoAzulVeracruz2024,333,3,15.583333333333334,America/Mexico_City,f,15.5
RancaguaOpen2023,333,2,15.583333333333334,America/Santiago,2,15.5
AlleModAlleiAllerod2024,333,2,15.583333333333334,Europe/Copenhagen,f,15.5
BackToTriCities2024,333,2,15.583333333333334,America/Los_Angeles,2,15.5
WashtenawSpringA2023,333,2,15.583333333333334,America/Detroit,2,15.5
CMITessellateCubeOpen2019,444,2,15.583333333333334,Asia/Kolkata,f,15.5
TallySpring2023,333,2,15.583333333333334,America/New_York,2,15.5
FlatasenOpen2023,444,3,15.583333333333334,Europe/Stockholm,f,15.5
MarrickvilleManyMayOpen2023,555,1,15.583333333333334,Australia/Sydney,c,15.5
KampenOpen2023,333,2,15.583333333333334,Europe/Amsterdam,2,15.5
MelbourneCubeDays2019,333,3,15.583333333333334,Australia/Melbourne,3,15.5
CubingSpringRybnik2025,444,1,15.583333333333334,Europe/Warsaw,c,15.5
XMUMCubeOpen2025,444,1,15.583333333333334,Asia/Kuala_Lumpur,d,15.5
BangaloreMiniOctB2025,444,1,15.583333333333334,Asia/Colombo,d,15.5
KostelecSummer2019,333,3,15.583333333333334,Europe/Prague,f,15.5
NavetOpen2023,333,1,15.583333333333334,Europe/Stockholm,1,15.5
NapuleEMilleCulure2025,333,2,15.583333333333334,Europe/Rome,2,15.5
FLIPOpen2022,333,2,15.583333333333334,Europe/Paris,2,15.5
Cube4funDWDebica2023,444,2,15.583333333333334,Europe/Warsaw,f,15.5
SwedishChampionship2022,444,1,15.583333333333334,Europe/Stockholm,d,15.5
IndianaChampionship2024,333,2,15.583333333333334,America/Chicago,2,15.5
PeterboroughOddDay2025,555,2,15.583333333333334,Europe/London,f,15.5
NorwegianChampionship2025,555,2,15.583333333333334,Europe/Berlin,f,15.5
KSFOpen2023,444,2,15.583333333333334,Asia/Almaty,f,15.5
OddDayinSydney2019,333,2,15.583333333333334,Australia/Sydney,2,15.5
BigCubesforDunwoody2020,555,2,15.583333333333334,America/Detroit,f,15.5
HawaiianIslandTourHilo2025,333,3,15.583333333333334,Pacific/Honolulu,f,15.5
SpeedcubEirbWinterOpen2019,555,1,15.583333333333334,Europe/Paris,c,15.5
KUbingNepal2024,444,2,15.583333333333334,Asia/Kathmandu,f,15.5
UnicentroTunja2025,444,2,15.583333333333334,America/Bogota,f,15.5
KublordagJonkopingII2024,666,1,15.583333333333334,Europe/Stockholm,c,15.5
FloridaWinterBreak2019,555,1,15.583333333333334,America/New_York,d,15.5
HappyValleySpringPA2025,444,2,15.583333333333334,US/Eastern,f,15.5
UnifranzCubingLaPaz2019,444,2,15.583333333333334,America/La_Paz,f,15.5
KailuaKonaCubing2023,555,2,15.583333333333334,Pacific/Honolulu,f,15.5
RenoSummer2025,444,2,15.583333333333334,America/Los_Angeles,f,15.5
BudapestBacktoSchool2023,444,2,15.583333333333334,Europe/Budapest,e,15.5
HanoiSummer2025,555,1,15.583333333333334,Asia/Saigon,d,15.5
NairobiNxNCubes2025,666,1,15.583333333333334,Africa/Nairobi,f,15.5
VancouverFallFest2023,333,2,15.583333333333334,America/Vancouver,2,15.5
FontwellOpen2019,333,2,15.583333333333334,Europe/London,2,15.5
HamchangOpen2023,666,2,15.583333333333334,Asia/Seoul,f,15.5
HamburgInternational2019,666,1,15.583333333333334,Europe/Berlin,d,15.5
TurnNSolveBulacan2024,333,2,15.583333333333334,Asia/Manila,f,15.5
JukkasjarviMidnightSun2024,555,2,15.583333333333334,Europe/Stockholm,f,15.5
BagnoloalCubo2023,333,3,15.583333333333334,Europe/Rome,3,15.5
MelbourneSummer2023,444,3,15.583333333333334,Australia/Melbourne,f,15.5
RubiksUKChampionship2023,333,4,15.583333333333334,Europe/London,f,15.5
RubiksUKChampionship2023,444,2,15.583333333333334,Europe/London,2,15.5
SPBMuffinWinter2019,444,1,15.583333333333334,Europe/Moscow,c,15.5
LaFilandaSpeedcubing2024,444,2,15.583333333333334,Europe/Zurich,f,15.5
OklahomaChampionship2025,666,2,15.583333333333334,America/Chicago,f,15.5
CaviteSpeedcubingOpenX2024,666,1,15.583333333333334,Asia/Manila,d,15.5
AarhusOpen2022,333,3,15.583333333333334,Europe/Copenhagen,f,15.5
BundnerOpen2024,666,2,15.583333333333334,Europe/Zurich,c,15.5
CapitalCubingCanberraSat2024,333,2,15.583333333333334,Australia/Canberra,2,15.5
EnergyCubeKolo2023,333,3,15.583333333333334,Europe/Warsaw,f,15.5
BelfastWinter2023,333,3,15.583333333333334,Europe/Dublin,f,15.5
SandaSpring2024,555,2,15.583333333333334,Europe/Rome,c,15.5
LahenCubefest2024,555,3,15.583333333333334,Europe/Helsinki,f,15.5
LakeCountryFall2019,333,2,15.583333333333334,America/Chicago,2,15.5
AnkaraGloriaWeekend2025,333,3,15.583333333333334,Europe/Istanbul,f,15.5
BayonneAtoutcubesOpen2023,555,1,15.583333333333334,Europe/Paris,f,15.5
DavisWinter2024,333,3,15.583333333333334,America/Los_Angeles,3,15.5
CubersEveLubartow2021,333,3,15.583333333333334,Europe/Warsaw,f,15.5
SwallowSpring2023,444,2,15.583333333333334,America/Chicago,f,15.5
BeverenSaturdayOpen2024,555,1,15.583333333333334,Europe/Brussels,c,15.5
IpswichAutumn2024,333,3,15.583333333333334,Europe/London,f,15.5
ChiclayoClassic2025,444,2,15.583333333333334,America/Lima,f,15.5
NorthTasmaniaSpring2025,333,2,15.583333333333334,Australia/Hobart,2,15.5
SwisscubingCupI2025,555,2,15.583333333333334,Europe/Zurich,c,15.5
SandaSpring2024,444,3,15.583333333333334,Europe/Rome,f,15.5
CrazyCologneCubing2024,555,2,15.583333333333334,Europe/Berlin,f,15.5
IntegralaoCuboSalvador2025,333,2,15.583333333333334,America/Bahia,f,15.5
RioLamaBarquisimeto2023,444,2,15.583333333333334,America/Caracas,f,15.5
FranconiaWinter2020,333,2,15.583333333333334,Europe/Berlin,2,15.5
CuberJacketsFall2022,333,2,15.583333333333334,America/New_York,2,15.5
Cube4funinSwidnik2022,444,1,15.583333333333334,Europe/Warsaw,d,15.5
GroundhogDayinSomerfield2024,555,2,15.583333333333334,Pacific/Auckland,f,15.5
CubePlanBaie2025,333,3,15.583333333333334,Europe/Paris,f,15.5
CCCQualificationBarnaul2019,333,2,15.583333333333334,Asia/Krasnoyarsk,2,15.5
Cube4funinWarsaw2023,333,2,15.583333333333334,Europe/Warsaw,2,15.5
FrankfurtCubeDays2016,444,3,15.583333333333334,Europe/Berlin,f,15.5
MadisonSummer2019,333,1,15.583333333333334,America/Chicago,1,15.5
CETis156Broncos2025,333,3,15.583333333333334,America/Tijuana,f,15.5
WestcoastWoodvaleWeekends2019,444,2,15.583333333333334,Australia/Perth,f,15.5
LaSillaII2019,555,3,15.583333333333334,America/Monterrey,f,15.5
SwissScienceOpen2022,333,2,15.583333333333334,Europe/Zurich,2,15.5
PaodeQueijoUberlandia2024,666,1,15.583333333333334,America/Sao_Paulo,c,15.5
ChienKuoCubingParty2024,555,2,15.583333333333334,Asia/Taipei,f,15.5
ZhongshanOpen2025,555,2,15.583333333333334,Asia/Taipei,f,15.5
IrishChampionship2022,444,2,15.583333333333334,Europe/Dublin,f,15.5
WestcoastWoodvaleWeekends2019,555,1,15.583333333333334,Australia/Perth,d,15.5
TECOpen2022,333,2,15.583333333333334,Europe/Tallinn,2,15.5
PondeOpen2019,555,1,15.583333333333334,Europe/Helsinki,d,15.5
MysticCubikon2023,444,1,15.583333333333334,America/New_York,c,15.5
ColombiaNationals2022,333,4,15.583333333333334,America/Bogota,f,15.5
FrenchChampionship2023,444,1,15.583333333333334,Europe/Paris,d,15.5
StevenageOctober2025,444,2,15.583333333333334,Europe/London,c,15.5
OntarioChampionship2024,444,1,15.583333333333334,America/Toronto,d,15.5
PSLevelsUDBogota2025,333,3,15.583333333333334,America/Bogota,f,15.5
Corvallis2025,555,2,15.583333333333334,America/Los_Angeles,f,15.5
MeridianoCota2024,444,2,15.583333333333334,America/Bogota,f,15.5
SwisscubingCupIII2018,555,2,15.583333333333334,Europe/Zurich,f,15.5
SwisscubingCupII2025,555,2,15.583333333333334,Europe/Zurich,e,15.5
RoskildeForAlle2022,444,1,15.583333333333334,Europe/Copenhagen,f,15.5
WesternChampionship2025,444,2,15.583333333333334,America/Los_Angeles,2,15.5
GreatLakesChampionship2022,444,2,15.583333333333334,America/Detroit,f,15.5
ConnecticutSpring2025,333,2,15.583333333333334,America/New_York,2,15.5
UppsalaOpen2024,555,2,15.583333333333334,Europe/Stockholm,2,15.5
ShinKongOpenKaohsiung2024,333,2,15.583333333333334,Asia/Taipei,2,15.5
CubingonLakeSuperior2024,555,1,15.583333333333334,America/Chicago,c,15.5
ChristmasCityCubingPA2024,555,1,15.583333333333334,America/New_York,c,15.5
NISKSFOPEN2022,444,1,15.583333333333334,Asia/Almaty,d,15.5
ChienKuoCubingParty2025,333,2,15.583333333333334,Asia/Taipei,2,15.5
CubeFactoryLeagueJezow2025,333,2,15.583333333333334,Europe/Warsaw,2,15.5
TurnAroundTassie2020,444,1,15.583333333333334,Australia/Hobart,d,15.5
PanamaNationals2023,333,3,15.583333333333334,America/Panama,f,15.5
Cube4funLublininStaszic2023,555,2,15.583333333333334,Europe/Warsaw,f,15.5
TrondheimCubeWeek2023,666,3,15.583333333333334,Europe/Copenhagen,f,15.5
MYHMPuzzlinginPlano2023,333,3,15.583333333333334,America/Chicago,3,15.5
LeersumSquared2025,333,2,15.583333333333334,Europe/Brussels,2,15.5
BudapestSpring2025,444,2,15.583333333333334,Europe/Budapest,f,15.5
BudapestSpring2024,444,2,15.583333333333334,Europe/Budapest,f,15.5
FrosoCubing2022,333,1,15.583333333333334,Europe/Stockholm,1,15.5
FrontRoyalSpring2025,333,2,15.583333333333334,America/New_York,2,15.5
UppsalaWinterCubing2024,333,2,15.583333333333334,Europe/Stockholm,2,15.5
CubeenBaieOpen2025,333,3,15.583333333333334,Europe/Paris,f,15.5
Gotalandsmasterskapet2024,444,2,15.583333333333334,Europe/Stockholm,f,15.5
SSL3Varberg2019,555,2,15.583333333333334,Europe/Stockholm,f,15.5
MidAtlanticChampionship2023,444,2,15.583333333333334,America/New_York,2,15.5
CournonsecOpen2024,333,3,15.583333333333334,Europe/Paris,f,15.5
MexicaliRose2025,444,2,15.583333333333334,America/Tijuana,f,15.5
SandnesOpen2022,444,3,15.583333333333334,Europe/Oslo,f,15.5
RoseCity2023,666,2,15.583333333333334,America/Los_Angeles,f,15.5
BrisbaneSummer2024,444,1,15.583333333333334,Australia/Brisbane,d,15.5
PllouvaraOpen2023,333,3,15.583333333333334,Europe/Brussels,f,15.5
PllouvaraOpen2023,444,1,15.583333333333334,Europe/Brussels,f,15.5
BarbyCube2019,444,2,15.583333333333334,Europe/Paris,2,15.5
WestonsuperMareAutumn2025,444,2,15.583333333333334,Europe/London,c,15.5
WestonsuperMareOpen2022,555,2,15.583333333333334,Europe/London,f,15.5
AdelaideTwinSaturday2021,555,2,15.583333333333334,Australia/Adelaide,c,15.5
BerkeleyWinterA2023,555,2,15.583333333333334,America/Los_Angeles,f,15.5
CubingMada2024,333,3,15.583333333333334,Africa/Nairobi,f,15.5
EdenBogotaII2025,333,3,15.583333333333334,America/Bogota,f,15.5
AlphaCubingA2023,333,2,15.583333333333334,America/New_York,2,15.5
JapanChampionship2019,555,1,15.583333333333334,Asia/Tokyo,d,15.5
PrideInLongBeach2023,333,2,15.583333333333334,America/Los_Angeles,2,15.5
CentralWashingtonWinter2020,333,2,15.583333333333334,America/Los_Angeles,2,15.5
OpenthePotDijon2025,333,3,15.583333333333334,Europe/Paris,f,15.5
TrondheimFriends2024,555,2,15.583333333333334,Europe/Stockholm,f,15.5
CentralWashingtonOdds2025,333,3,15.583333333333334,America/Los_Angeles,f,15.5
DFWCubingFall2025,666,1,15.583333333333334,America/Chicago,d,15.5
MurdochUniversityOpen2024,333,3,15.583333333333334,Australia/Perth,f,15.5
WestportSummer2022,333,2,15.583333333333334,America/New_York,2,15.5
CentralWashingtonOdds2023,555,2,15.583333333333334,America/Los_Angeles,f,15.5
FyrisCubing2022,555,2,15.583333333333334,Europe/Stockholm,f,15.5
CCMBaltarOpen2025,333,2,15.583333333333334,Europe/Lisbon,2,15.5
SiedlceOpen2023,555,1,15.583333333333334,Europe/Warsaw,c,15.5
NoParityMayhemSingapore2025,444,3,15.583333333333334,Asia/Singapore,f,15.5
BremiumCubing2019,333,2,15.583333333333334,Europe/Berlin,2,15.5
LouisianaMegaTwoDay2025,666,1,15.583333333333334,America/Chicago,c,15.5
AdelaideSummer2019,444,2,15.583333333333334,Australia/Adelaide,f,15.5
PolishChampionship2024,444,1,15.583333333333334,Europe/Warsaw,d,15.5
OregonChampionship2024,555,2,15.583333333333334,America/Los_Angeles,f,15.5
BulldogFall2023,333,3,15.583333333333334,America/New_York,f,15.5
LimaCuberano2020,444,2,15.583333333333334,America/Lima,f,15.5
SPAMtownIIIMN2024,666,1,15.583333333333334,America/Chicago,c,15.5
WisconsiNxN2025,444,2,15.583333333333334,America/Chicago,e,15.5
Wiscube2019,555,2,15.583333333333334,America/Chicago,f,15.5
UCSDSummer2023,333,2,15.583333333333334,America/Los_Angeles,2,15.5
SanMartinAutumn2025,333,2,15.583333333333334,America/Argentina/Buenos_Aires,2,15.5
IstresOpen2019,333,1,15.583333333333334,Europe/Paris,1,15.5
ColoradoCubingWeekend2022,666,2,15.583333333333334,America/Denver,f,15.5
WisconsinQualifier2024,444,2,15.583333333333334,America/Chicago,f,15.5
BullasOpen2024,333,1,15.583333333333334,Europe/Madrid,1,15.5
BulgarianNationals2024,555,2,15.583333333333334,Europe/Sofia,c,15.5
BulgarianNationals2024,444,2,15.583333333333334,Europe/Sofia,c,15.5
LincolnshireSummer2024,555,2,15.583333333333334,Europe/London,f,15.5
GeselligesGewurfelGottingen2025,333,3,15.583333333333334,Europe/Berlin,f,15.5
BullCitySummerNC2024,333,2,15.583333333333334,America/New_York,2,15.5
CuBeaulieuCrazeComeback2025,333,2,15.583333333333334,Africa/Johannesburg,2,15.5
DolneOresanyClockDay2025,666,1,15.583333333333334,Europe/Bratislava,c,15.5
LosAngelesChileComeback2025,444,2,15.583333333333334,America/Santiago,f,15.5
PickeringD2023,444,1,15.583333333333334,America/Toronto,c,15.5
LongjumOpen2024,333,4,15.583333333333334,Europe/Paris,f,15.5
GermanNationals2019,666,1,15.583333333333334,Europe/Berlin,d,15.5
LithuanianNationals2023,555,3,15.583333333333334,Europe/Vilnius,f,15.5
CebuCubeCup2023,444,1,15.583333333333334,Asia/Manila,c,15.5
GermanMiniOpenB2022,555,2,15.583333333333334,Europe/Berlin,f,15.5
ColoradoSpringsShowdown2024,333,2,15.583333333333334,America/Denver,2,15.5
GermanBigCubeOpen2017,555,2,15.583333333333334,Europe/Berlin,f,15.5
TuamSaturday2021,666,1,15.583333333333334,Europe/Dublin,c,15.5
gatewayKLIA2CubeOpen2025,444,1,15.583333333333334,Asia/Kuala_Lumpur,d,15.5
ComeBacktoLandvetter2024,444,1,15.583333333333334,Europe/Stockholm,d,15.5
WiltshireSpring2025,555,2,15.583333333333334,Europe/London,2,15.5
NorthamptonFallA2023,444,2,15.583333333333334,America/New_York,2,15.5
CubingintheOceanCounty2024,333,2,15.583333333333334,America/New_York,2,15.5
PickeringFallA2023,555,1,15.583333333333334,America/Toronto,c,15.5
ItalianChampionship2022,444,3,15.583333333333334,Europe/Rome,f,15.5
SwisscubingCupII2022,555,2,15.583333333333334,Europe/Zurich,f,15.5
SingaporeChampionship2025,444,3,15.583333333333334,Asia/Singapore,f,15.5
SumatraOpen2018,333,3,15.583333333333334,Asia/Jakarta,f,15.5
100YearsRepublicAnkara2023,333,2,15.583333333333334,Europe/Istanbul,2,15.5
CapivaraCuritiba2024,333,3,15.666666666666666,America/Sao_Paulo,f,15.5
CampeonatoBrasileiro2025,333,1,15.666666666666666,America/Sao_Paulo,1,15.5
OruroOpen2019,444,2,15.666666666666666,America/La_Paz,f,15.5
CubingUSANationals2023,555,1,15.666666666666666,America/New_York,1,15.5
VRecifeOpen2024,333,3,15.666666666666666,America/Recife,f,15.5
EkekoCubing2023,444,2,15.666666666666666,America/La_Paz,f,15.5
WAStateChampionship2025,444,1,15.666666666666666,Australia/Perth,d,15.5
TaichungCubingOpen2019,555,2,15.666666666666666,Asia/Taipei,f,15.5
ZoryOpen2025,444,1,15.666666666666666,Europe/Warsaw,c,15.5
EdinburghWinter2025,333,3,15.666666666666666,Europe/London,3,15.5
LYNCubingDays2019,444,2,15.666666666666666,Europe/Zurich,f,15.5
UpperValleyCubeDay2025,333,3,15.666666666666666,America/New_York,f,15.5
TaiwanChampionship2018,333,2,15.666666666666666,Asia/Taipei,2,15.5
EdneyvilleSpring2022,666,1,15.666666666666666,America/New_York,c,15.5
BeijingWinter2019,555,1,15.666666666666666,Asia/Shanghai,d,15.5
Cube4funLowLimitsJaroslaw2024,333,3,15.666666666666666,Europe/Warsaw,f,15.5
SingaporeChampionship2023,555,2,15.666666666666666,Asia/Singapore,f,15.5
SlovakianSummer2019,555,2,15.666666666666666,Europe/Bratislava,f,15.5
WestonsuperMareOpen2019,555,2,15.666666666666666,Europe/London,f,15.5
ColoradoChampionship2024,333,3,15.666666666666666,America/Denver,3,15.5
GemCityWarmUpOH2025,333fm,2,15.666666666666666,America/New_York,f,15.5
PeVermelho2023,555,1,15.666666666666666,America/Sao_Paulo,c,15.5
Pikkujoulut2018,444,3,15.666666666666666,Europe/Helsinki,f,15.5
UTNOpen2025,333,3,15.666666666666666,America/Guayaquil,f,15.5
RubiGuanajuato2025,333,3,15.666666666666666,America/Mexico_City,f,15.5
SwisscubingCupIII2022,333,2,15.666666666666666,Europe/Zurich,2,15.5
ThinkInFink2022,555,1,15.666666666666666,America/New_York,c,15.5
SSLIIHassleholm2023,333,3,15.666666666666666,Europe/Stockholm,f,15.5
GuilinOpen2019,444,1,15.666666666666666,Asia/Urumqi,c,15.5
NorwegianChampionship2021,444,2,15.666666666666666,Europe/Oslo,f,15.5
PretzelManiaDenver2024,333,4,15.666666666666666,America/Denver,f,15.5
PrescottCubingWinter2024,333,2,15.666666666666666,America/Denver,2,15.5
TheGloriousNorth2015,333,2,15.666666666666666,Europe/London,2,15.5
ChiayiOpen2022,333,2,15.666666666666666,Asia/Taipei,2,15.5
CajunCubeClash2023,444,2,15.666666666666666,America/Chicago,f,15.5
SmartCubeFest2018,333,2,15.666666666666666,Europe/Kiev,2,15.5
RedStickSpring2024,333,3,15.666666666666666,America/Chicago,f,15.5
BajaSpring2025,333,3,15.666666666666666,America/Tijuana,f,15.5
StevenageApril2025,444,2,15.666666666666666,Europe/London,f,15.5
KSFAtyrauCity2019,444,2,15.666666666666666,Asia/Aqtau,f,15.5
KSFClubAlmaty2022,333,3,15.666666666666666,Asia/Almaty,f,15.5
StevenageAugust2024,666,2,15.666666666666666,Europe/London,c,15.5
SouthBendScramble2025,333,2,15.666666666666666,America/Indiana/Indianapolis,2,15.5
SotenasSummerSolving2023,333,3,15.666666666666666,Europe/Stockholm,f,15.5
SorgOpen2023,333,3,15.666666666666666,Europe/Paris,f,15.5
